Sample	Sum of remaining over-represented sequences	Top over-represented sequence
Momia1_S1_L001_R1_001	0.14004822581165044	9.458822012768414
Momia1_S1_L001_R2_001	0.0	0.13037962444808399
Momia3_S2_L001_R1_001	0.5914228491020763	5.932463522339433
Momia3_S2_L001_R2_001	0.0	0.15834085528375227
Momia5_S3_L001_R1_001	0.21323792910431183	0.5449413743776857
Momia5_S3_L001_R2_001	0.0	0.20346452402036425
Momia6_S4_L001_R1_001	0.23565767388090464	10.670179299918853
Momia6_S4_L001_R2_001	0.0	0.23009970987427886
