Sample	137	62	147	142	122	127	151	42	52	102	47	92	132	57	87	97	82	67	107	77	112	117	72	37
Momia1_S1_L001_R1_001	1902.0	121.0	24309.0	2036.0	1421.0	1608.0	301029.0	67.0	75.0	706.0	85.0	443.0	1783.0	104.0	342.0	601.0	288.0	127.0	905.0	247.0	1110.0	1293.0	173.0	536.0
Momia1_S1_L001_R2_001	1798.0	106.0	24165.0	1945.0	1291.0	1515.0	302322.0	60.0	68.0	652.0	80.0	398.0	1653.0	101.0	326.0	553.0	268.0	114.0	810.0	229.0	1013.0	1185.0	161.0	498.0
Momia3_S2_L001_R1_001	10039.0	661.0	23654.0	9567.0	8865.0	9394.0	212920.0	171.0	351.0	5184.0	249.0	3297.0	9690.0	499.0	2435.0	4105.0	1922.0	834.0	6186.0	1539.0	7324.0	8310.0	1191.0	650.0
Momia3_S2_L001_R2_001	9166.0	617.0	24453.0	9014.0	8134.0	8626.0	219512.0	160.0	337.0	4716.0	236.0	3047.0	8765.0	478.0	2249.0	3809.0	1821.0	780.0	5653.0	1424.0	6735.0	7571.0	1128.0	606.0
Momia5_S3_L001_R1_001	6530.0	337.0	25843.0	6696.0	4987.0	5474.0	260107.0	122.0	208.0	2236.0	177.0	1513.0	6093.0	269.0	1060.0	1856.0	884.0	407.0	2938.0	695.0	3624.0	4218.0	558.0	819.0
Momia5_S3_L001_R2_001	6239.0	328.0	25182.0	6378.0	4714.0	5206.0	263179.0	119.0	197.0	2134.0	168.0	1438.0	5760.0	258.0	1032.0	1791.0	852.0	398.0	2816.0	671.0	3451.0	4019.0	537.0	784.0
Momia6_S4_L001_R1_001	2537.0	159.0	6863.0	2594.0	1930.0	2157.0	62201.0	65.0	99.0	958.0	80.0	641.0	2316.0	123.0	500.0	823.0	397.0	193.0	1242.0	311.0	1510.0	1759.0	257.0	246.0
Momia6_S4_L001_R2_001	2400.0	154.0	7083.0	2472.0	1835.0	2071.0	62977.0	64.0	98.0	910.0	79.0	629.0	2172.0	122.0	474.0	784.0	382.0	181.0	1192.0	300.0	1432.0	1659.0	249.0	242.0
