Sample	27.0	26.0	4.0	23.0	12.0	3.0	11.0	32.0	29.0	7.0	40.0	2.0	30.0	21.0	22.0	16.0	18.0	20.0	10.0	6.0	15.0	24.0	9.0	34.0	33.0	25.0	39.0	31.0	36.0	8.0	13.0	19.0	5.0	17.0	38.0	37.0	28.0	35.0	14.0
SRR1313909_1	214622.0	180339.0	316.0	106825.0	41366.0	117.0	37966.0	615586.0	313518.0	5067.0	7064.0	538.0	388123.0	84875.0	97631.0	53498.0	65089.0	79755.0	27142.0	1878.0	48458.0	123010.0	19729.0	1173826.0	815393.0	143921.0	740164.0	480656.0	2801878.0	11543.0	42828.0	72552.0	2988.0	59371.0	5065180.0	4540211.0	252944.0	1827874.0	44227.0
SRR1313909_2	197399.0	162854.0	53086.0	96731.0	40793.0	67301.0	40486.0	588722.0	290658.0	39839.0	11461.0	532525.0	357758.0	70230.0	81187.0	42752.0	50178.0	60365.0	39446.0	42659.0	41757.0	112718.0	39437.0	1178528.0	791840.0	136435.0	668964.0	452134.0	3014407.0	37124.0	41272.0	53766.0	46576.0	45994.0	4442215.0	4460077.0	236811.0	1879099.0	42484.0
SRR1314212_1	264771.0	223927.0	590.0	138075.0	48104.0	264.0	43487.0	743166.0	393881.0	6259.0	7086.0	667.0	482563.0	112931.0	123510.0	76099.0	90962.0	105963.0	34809.0	2685.0	68888.0	158436.0	25783.0	1364136.0	975467.0	189723.0	911761.0	590465.0	3454927.0	14431.0	54683.0	98273.0	1071.0	83457.0	4509509.0	4544637.0	322629.0	2124195.0	61512.0
SRR1314212_2	219623.0	182778.0	73720.0	111503.0	50618.0	101030.0	50513.0	675974.0	326291.0	50406.0	10699.0	848211.0	407930.0	83543.0	96272.0	55593.0	62488.0	73936.0	50680.0	55237.0	54169.0	130091.0	50389.0	1372269.0	925170.0	153248.0	903841.0	516290.0	3497741.0	49274.0	51825.0	66537.0	62198.0	59182.0	4066442.0	4341276.0	267066.0	2246195.0	53534.0
SRR1314213_1	128021.0	101774.0	205.0	59271.0	17871.0	80.0	15826.0	378481.0	190093.0	2009.0	4593.0	429.0	237522.0	46002.0	51428.0	28158.0	34871.0	41830.0	13836.0	756.0	25873.0	68795.0	9006.0	699756.0	498337.0	82046.0	874125.0	298072.0	1924187.0	5306.0	19587.0	37801.0	330.0	31039.0	4131480.0	3346320.0	153352.0	1082535.0	22917.0
SRR1314213_2	104448.0	87941.0	110114.0	55905.0	40021.0	160320.0	44379.0	295338.0	151802.0	66775.0	7205.0	1610342.0	185142.0	43183.0	48766.0	33628.0	36130.0	39221.0	49064.0	75787.0	33556.0	64013.0	57570.0	559397.0	393431.0	75705.0	852736.0	230288.0	1618817.0	62416.0	36780.0	37329.0	95016.0	34658.0	3423601.0	2778228.0	125434.0	905015.0	34419.0
SRR1314214_1	209946.0	174271.0	290.0	110231.0	40334.0	102.0	37232.0	588398.0	308482.0	5239.0	13829.0	558.0	379505.0	89866.0	98518.0	58371.0	71746.0	82852.0	30122.0	1995.0	54551.0	127206.0	22212.0	1077952.0	771104.0	149836.0	1128593.0	468034.0	2396319.0	12756.0	44061.0	77560.0	784.0	65425.0	4562200.0	3543342.0	254948.0	1622056.0	49551.0
SRR1314214_2	173341.0	145090.0	69791.0	86764.0	43547.0	98163.0	46635.0	520985.0	254842.0	49863.0	19986.0	822732.0	318682.0	65247.0	75229.0	44728.0	49263.0	58741.0	45635.0	50520.0	43851.0	102497.0	46104.0	1038310.0	704361.0	121667.0	1145158.0	401318.0	2368032.0	46272.0	43590.0	52804.0	55343.0	46930.0	4205690.0	3385790.0	209232.0	1630350.0	43294.0
SRR1314599_1	256441.0	233105.0	1460.0	144061.0	55058.0	171.0	50257.0	641719.0	358648.0	7558.0	1046.0	428.0	436375.0	118182.0	128472.0	81672.0	96209.0	109024.0	42685.0	3200.0	73572.0	166238.0	32990.0	1200451.0	841266.0	202823.0	183850.0	517420.0	3004138.0	18993.0	61370.0	101756.0	1544.0	90476.0	1105305.0	2119911.0	301042.0	1978399.0	67808.0
