Sample	8.0	26.0	34.0	27.0	39.0	16.0	28.0	7.0	24.0	6.0	22.0	38.0	23.0	37.0	10.0	3.0	30.0	18.0	2.0	4.0	29.0	21.0	31.0	9.0	20.0	35.0	33.0	25.0	14.0	11.0	15.0	5.0	13.0	32.0	17.0	19.0	36.0	40.0	12.0
SRR1313909_1	11543.0	180339.0	1173826.0	214622.0	740164.0	53498.0	252944.0	5067.0	123010.0	1878.0	97631.0	5065180.0	106825.0	4540211.0	27142.0	117.0	388123.0	65089.0	538.0	316.0	313518.0	84875.0	480656.0	19729.0	79755.0	1827874.0	815393.0	143921.0	44227.0	37966.0	48458.0	2988.0	42828.0	615586.0	59371.0	72552.0	2801878.0	7064.0	41366.0
SRR1313909_2	37124.0	162854.0	1178528.0	197399.0	668964.0	42752.0	236811.0	39839.0	112718.0	42659.0	81187.0	4442215.0	96731.0	4460077.0	39446.0	67301.0	357758.0	50178.0	532525.0	53086.0	290658.0	70230.0	452134.0	39437.0	60365.0	1879099.0	791840.0	136435.0	42484.0	40486.0	41757.0	46576.0	41272.0	588722.0	45994.0	53766.0	3014407.0	11461.0	40793.0
SRR1314212_1	14431.0	223927.0	1364136.0	264771.0	911761.0	76099.0	322629.0	6259.0	158436.0	2685.0	123510.0	4509509.0	138075.0	4544637.0	34809.0	264.0	482563.0	90962.0	667.0	590.0	393881.0	112931.0	590465.0	25783.0	105963.0	2124195.0	975467.0	189723.0	61512.0	43487.0	68888.0	1071.0	54683.0	743166.0	83457.0	98273.0	3454927.0	7086.0	48104.0
SRR1314212_2	49274.0	182778.0	1372269.0	219623.0	903841.0	55593.0	267066.0	50406.0	130091.0	55237.0	96272.0	4066442.0	111503.0	4341276.0	50680.0	101030.0	407930.0	62488.0	848211.0	73720.0	326291.0	83543.0	516290.0	50389.0	73936.0	2246195.0	925170.0	153248.0	53534.0	50513.0	54169.0	62198.0	51825.0	675974.0	59182.0	66537.0	3497741.0	10699.0	50618.0
SRR1314213_1	5306.0	101774.0	699756.0	128021.0	874125.0	28158.0	153352.0	2009.0	68795.0	756.0	51428.0	4131480.0	59271.0	3346320.0	13836.0	80.0	237522.0	34871.0	429.0	205.0	190093.0	46002.0	298072.0	9006.0	41830.0	1082535.0	498337.0	82046.0	22917.0	15826.0	25873.0	330.0	19587.0	378481.0	31039.0	37801.0	1924187.0	4593.0	17871.0
SRR1314213_2	62416.0	87941.0	559397.0	104448.0	852736.0	33628.0	125434.0	66775.0	64013.0	75787.0	48766.0	3423601.0	55905.0	2778228.0	49064.0	160320.0	185142.0	36130.0	1610342.0	110114.0	151802.0	43183.0	230288.0	57570.0	39221.0	905015.0	393431.0	75705.0	34419.0	44379.0	33556.0	95016.0	36780.0	295338.0	34658.0	37329.0	1618817.0	7205.0	40021.0
SRR1314214_1	12756.0	174271.0	1077952.0	209946.0	1128593.0	58371.0	254948.0	5239.0	127206.0	1995.0	98518.0	4562200.0	110231.0	3543342.0	30122.0	102.0	379505.0	71746.0	558.0	290.0	308482.0	89866.0	468034.0	22212.0	82852.0	1622056.0	771104.0	149836.0	49551.0	37232.0	54551.0	784.0	44061.0	588398.0	65425.0	77560.0	2396319.0	13829.0	40334.0
SRR1314214_2	46272.0	145090.0	1038310.0	173341.0	1145158.0	44728.0	209232.0	49863.0	102497.0	50520.0	75229.0	4205690.0	86764.0	3385790.0	45635.0	98163.0	318682.0	49263.0	822732.0	69791.0	254842.0	65247.0	401318.0	46104.0	58741.0	1630350.0	704361.0	121667.0	43294.0	46635.0	43851.0	55343.0	43590.0	520985.0	46930.0	52804.0	2368032.0	19986.0	43547.0
SRR1314599_1	18993.0	233105.0	1200451.0	256441.0	183850.0	81672.0	301042.0	7558.0	166238.0	3200.0	128472.0	1105305.0	144061.0	2119911.0	42685.0	171.0	436375.0	96209.0	428.0	1460.0	358648.0	118182.0	517420.0	32990.0	109024.0	1978399.0	841266.0	202823.0	67808.0	50257.0	73572.0	1544.0	61370.0	641719.0	90476.0	101756.0	3004138.0	1046.0	55058.0
SRR1314599_2	49789.0	163925.0	1300656.0	195420.0	151540.0	50734.0	237187.0	54191.0	117537.0	61567.0	87468.0	872448.0	100894.0	1677721.0	47393.0	153701.0	361169.0	56297.0	1166887.0	95165.0	291268.0	76797.0	463025.0	48510.0	67851.0	2166285.0	849461.0	139673.0	49379.0	46956.0	50305.0	74161.0	47711.0	610271.0	52927.0	61644.0	2689843.0	1395.0	45972.0
SRR1314600_1	19010.0	240338.0	1346804.0	277755.0	432536.0	86194.0	332488.0	8196.0	176649.0	3081.0	140004.0	2368061.0	156017.0	3259526.0	43838.0	391.0	486258.0	103133.0	331.0	430.0	401288.0	128400.0	581995.0	33401.0	118409.0	2150036.0	949040.0	205469.0	71381.0	51446.0	79957.0	1309.0	63853.0	724044.0	96504.0	110874.0	3261306.0	5641.0	58901.0
SRR1314600_2	45899.0	183087.0	1419053.0	218521.0	387051.0	54446.0	264367.0	45180.0	130388.0	49125.0	96051.0	2145600.0	111626.0	3084669.0	45872.0	88719.0	404328.0	59366.0	752084.0	61397.0	323808.0	83258.0	514549.0	46542.0	72719.0	2370727.0	935420.0	154821.0	51005.0	46321.0	52423.0	52714.0	50289.0	673149.0	56983.0	65110.0	3328365.0	1489.0	47773.0
SRR1314601_1	20361.0	258796.0	1321197.0	295190.0	236314.0	99954.0	346911.0	9336.0	195888.0	4458.0	161334.0	1842972.0	174615.0	3155926.0	46619.0	983.0	495980.0	121142.0	1507.0	1216.0	412567.0	149305.0	595658.0	34972.0	140266.0	2022043.0	954329.0	227387.0	78851.0	54567.0	89229.0	2084.0	69936.0	738099.0	110766.0	131677.0	2987884.0	3246.0	61627.0
SRR1314601_2	57622.0	197900.0	1300787.0	230653.0	235578.0	71803.0	274320.0	60464.0	148975.0	66475.0	116454.0	1575610.0	131557.0	2869049.0	58473.0	153082.0	402257.0	82403.0	1161655.0	98546.0	328926.0	105646.0	502252.0	58384.0	97128.0	2085641.0	883600.0	170122.0	65427.0	59005.0	67905.0	79000.0	62477.0	649079.0	76334.0	88973.0	2916559.0	3445.0	61626.0
