Sample	26.0	79.0	27.0	16.0	28.0	71.0	87.0	6.0	99.0	59.0	51.0	72.0	73.0	54.0	38.0	96.0	69.0	10.0	3.0	30.0	18.0	43.0	78.0	4.0	29.0	93.0	95.0	60.0	92.0	9.0	82.0	49.0	67.0	100.0	90.0	66.0	77.0	11.0	15.0	45.0	46.0	5.0	13.0	32.0	80.0	36.0	19.0	47.0	86.0	8.0	62.0	34.0	39.0	88.0	74.0	7.0	56.0	24.0	75.0	85.0	76.0	98.0	68.0	22.0	23.0	37.0	84.0	58.0	1.0	61.0	57.0	2.0	70.0	55.0	89.0	91.0	97.0	21.0	31.0	42.0	94.0	48.0	53.0	63.0	20.0	83.0	35.0	33.0	25.0	44.0	65.0	14.0	64.0	50.0	17.0	52.0	41.0	40.0	81.0	0.0	12.0
SRR1313909_1	16322.5	44157.0	14887.5	255.0	15915.5	184228.0	4311.0	24.5	14.5	222894.0	793642.5	167119.5	150098.5	426295.5	505880.0	152.5	210367.0	74.5	0.0	27277.5	544.0	1127001.5	57989.5	2.5	23214.5	541.5	243.0	218166.0	830.0	69.5	18954.0	948871.5	219993.5	3.5	1680.0	221790.5	73106.0	111.5	240.5	1055259.5	996208.5	4.0	199.5	100171.0	33435.0	308796.5	641.0	1018644.0	5859.5	54.0	202813.0	177742.5	610708.5	3143.0	130862.0	35.0	335317.0	3394.5	108445.0	7803.5	88798.5	36.5	218761.0	1933.5	2042.0	416742.5	10461.5	247724.5	0.5	210905.0	276765.0	0.0	198677.5	408240.5	2329.0	1181.0	77.0	1686.0	54088.5	946601.5	360.0	1031997.0	466927.0	203493.5	1015.0	14227.0	216138.0	133069.0	8611.5	1158695.0	217287.5	247.5	207928.0	893541.0	359.5	596401.0	815040.0	713631.0	25090.5	1.0	150.0
SRR1313909_2	12325.0	47166.0	15566.0	2845.0	20337.5	195076.5	6723.5	1047.5	1435.5	252046.0	731150.5	177815.5	157652.5	461133.0	507836.0	2227.0	223417.5	1380.0	1059.5	31106.5	2736.5	1033385.0	60714.0	1033.0	19503.5	2922.5	2459.0	237027.0	3270.0	1232.5	20218.0	948750.0	229102.0	1095.0	4136.5	231932.0	76254.5	1500.5	2714.5	1052729.5	1010942.0	1043.5	1778.5	76683.0	36049.5	264687.5	2919.5	983529.5	8346.5	1118.0	215981.5	155510.5	606118.5	5554.5	135820.5	1055.0	365317.0	6510.0	114778.5	10457.5	94186.0	1772.5	230294.0	4233.5	4993.5	421502.0	12565.0	271776.0	5215.0	222941.5	305220.0	1216.5	209710.0	427089.5	4759.0	3655.5	2052.0	3631.5	48882.0	946369.0	2707.0	966268.0	514049.0	224431.5	3137.5	15471.5	196904.0	112652.5	10249.5	1076626.0	232185.5	1916.0	230060.0	848944.5	2417.5	608603.5	784699.0	714743.5	27047.0	9084.0	1628.0
SRR1314212_1	14444.5	28410.5	17700.0	940.0	24932.0	161397.5	3946.0	49.5	28.5	641363.5	807728.0	135076.5	112365.5	775505.5	450532.0	161.5	229135.0	168.5	11.5	42828.5	1640.0	755134.5	36358.0	12.5	32812.5	654.0	245.5	582301.5	845.0	128.0	14436.0	801571.0	306913.5	11.5	1600.0	345714.5	44828.5	200.0	767.0	744684.5	763059.5	21.5	724.5	82148.5	21755.0	277250.0	2068.0	775806.0	5242.0	80.0	491932.0	153260.5	551504.0	2911.5	89972.5	68.5	755890.5	8062.5	70643.0	6755.5	56089.5	53.5	267822.5	4709.0	6542.0	362635.5	8885.5	693439.5	8.5	536792.0	726923.5	13.0	194452.5	765804.0	2137.5	1132.0	92.0	3629.0	57946.0	735451.5	400.5	783867.5	782201.5	452081.5	2935.0	11547.0	207262.5	111806.5	11271.0	745598.0	387686.5	929.5	419069.5	803726.0	1271.0	801665.0	682770.0	628399.5	17731.5	2.0	261.0
SRR1314212_2	17668.5	42451.0	22204.0	2953.5	27826.0	185118.5	11118.0	1411.0	1889.5	648715.5	782013.5	154917.0	129165.0	762049.5	418479.0	3142.5	249488.5	1728.5	1467.5	44514.0	3773.0	707150.0	50294.0	1431.5	34249.0	4570.5	3579.0	602210.5	5222.0	1630.5	24929.0	766760.5	320979.0	1456.5	6924.5	364151.5	60796.5	1866.0	2576.5	720049.5	722675.0	1457.0	2202.5	74780.0	35281.5	282639.0	4231.0	723802.0	12486.5	1572.5	513053.0	147099.0	525616.0	9706.0	109671.0	1484.5	736852.5	11715.5	89631.0	14857.5	72949.5	2254.5	283357.5	7156.0	9621.5	351166.0	17488.0	691790.0	5741.0	559338.0	716954.5	1623.0	215701.0	751787.5	7988.0	5976.0	2678.0	6018.5	58715.5	711053.5	4000.0	744084.0	769867.5	471671.5	5059.5	20753.0	197723.5	107399.0	13879.0	701090.5	403613.0	2319.0	437239.0	774290.5	3367.5	782470.5	671620.0	613399.0	29285.5	9797.0	2054.0
SRR1314213_1	30208.5	7161.5	43335.5	562.5	63397.5	43237.0	744.0	8.0	8.0	230606.0	374840.0	34391.0	27911.0	331081.5	628609.5	31.0	64564.5	31.0	2.0	99709.0	2001.5	651330.5	10223.0	4.5	78577.0	133.0	55.0	220520.0	196.5	27.0	3760.5	441394.0	91478.0	1.5	358.5	108280.0	15899.5	64.5	554.0	572036.0	534963.5	6.5	155.5	176317.0	5397.0	483052.0	2453.5	494816.0	1059.5	22.5	167549.0	292706.5	688683.0	576.0	22199.0	16.5	290330.0	17179.5	16580.0	1452.0	17039.5	16.0	74166.5	8353.0	12280.0	565841.0	1768.5	245053.5	4.0	196904.5	267621.5	4.0	53594.5	318761.0	478.0	271.0	23.5	5276.0	133773.0	689479.0	93.5	483041.5	335263.5	152953.5	3120.5	2427.0	375296.0	231735.5	22425.5	609584.5	120922.5	474.0	140089.5	406907.0	1037.0	347330.0	735920.5	727017.0	4624.0	0.0	101.0
SRR1314213_2	41209.5	30515.0	49138.5	8791.5	63782.0	76584.5	10635.0	4115.0	1746.5	254239.0	377120.5	64636.0	59540.0	291862.5	570621.0	2957.5	97685.0	5634.5	2716.5	105095.5	10732.0	607527.5	33402.5	3031.5	80132.0	4522.5	3364.0	235228.5	5353.0	5257.0	21583.5	392019.0	121726.0	1274.0	7065.0	135339.0	36856.5	6151.5	8245.0	512422.0	472356.5	3545.5	7098.5	183335.5	26781.5	433791.0	11950.5	451692.5	11947.0	4867.0	200299.5	271399.5	632671.0	9148.0	54296.5	4519.0	269883.5	25843.0	48197.0	13543.5	42613.0	2096.5	111855.0	19182.0	21423.0	502405.5	15451.0	272825.0	4795.5	214576.0	278632.0	2490.0	86472.5	288893.5	7895.0	6193.0	2539.0	16912.0	139946.0	634669.0	3835.5	411375.5	295068.5	176868.0	14026.5	17817.5	358300.5	220540.0	33851.0	575994.0	147816.5	7677.5	160003.5	386999.0	9660.5	338895.0	651662.0	659588.0	24321.5	7230.0	6634.0
SRR1314214_1	18634.5	37299.5	22349.0	663.0	31514.5	177832.5	3204.0	30.5	14.0	366259.5	575977.5	157738.0	137320.0	452559.0	543962.0	100.5	212609.5	84.0	11.0	52384.5	1686.5	758038.0	47113.5	10.5	44090.5	434.0	175.5	341976.5	637.0	68.5	16024.0	610941.5	247017.5	4.5	1261.5	259226.0	61277.0	86.5	445.5	724281.0	695831.0	12.5	298.0	107126.5	28396.0	357021.0	2649.0	664056.0	4505.0	84.0	298289.0	200589.0	634324.0	2349.5	115605.5	81.5	436701.5	13849.5	95634.5	6244.5	78257.0	28.0	229229.0	5985.0	8033.0	452570.0	8322.0	385721.0	1.0	318032.0	405827.5	7.5	196541.5	441871.0	1756.0	892.0	51.5	4776.0	67305.0	774321.0	277.5	616275.0	503711.0	286223.0	3295.0	11305.0	258006.0	156087.0	16972.0	744836.0	266495.5	380.5	276705.0	613566.5	1131.5	534666.5	759710.5	710619.5	21398.5	0.0	197.0
SRR1314214_2	20199.5	46135.0	25989.5	3623.0	31093.5	193264.5	9336.5	1795.0	2039.0	365905.0	563084.5	171119.0	149779.0	453159.0	537365.0	2853.0	230980.0	2307.5	1578.5	57063.5	5141.0	733178.0	59027.0	1599.5	42002.0	4152.5	3213.0	333014.0	4769.0	2221.0	22804.0	640144.5	259429.0	1664.5	6193.5	269646.0	73011.5	2372.0	3160.5	690587.5	671412.5	1668.5	2793.0	104621.5	36106.0	331991.5	6364.0	660522.0	11536.5	2071.5	299173.0	180439.5	612078.0	8076.5	130442.5	1937.5	421407.0	15087.0	109296.5	14025.0	88993.5	2289.0	247727.0	9266.0	11280.5	441709.5	16014.0	396123.5	4846.5	317659.0	403149.0	1595.0	212283.0	439190.0	7054.0	5484.0	2564.0	7893.5	76514.0	735181.5	3686.5	658951.5	484832.5	287025.0	6952.5	18677.5	239289.0	143746.0	17497.5	715489.5	276783.5	2918.5	281354.0	584604.0	4159.5	534201.5	696209.0	664143.0	28680.0	8076.0	2575.5
SRR1314599_1	2389.0	44789.0	3702.5	130.0	5948.0	264662.5	5382.5	7.5	9.5	597030.5	379286.5	225280.0	187313.0	573966.0	94656.5	190.5	355006.5	22.5	0.5	8295.0	135.5	215596.0	57295.5	1.5	7492.5	731.0	314.5	576230.5	1164.0	11.0	20078.5	317693.5	438065.5	3.5	2042.5	475714.0	75428.5	24.0	93.5	216098.5	233563.5	6.0	75.5	18361.0	35563.5	65962.5	287.5	251237.5	6980.0	6.0	559262.0	32181.5	121964.0	3945.5	151221.5	4.5	661892.5	1679.5	121842.0	9268.0	97002.5	43.0	400925.0	1877.0	2151.5	83433.5	12261.0	626422.5	0.0	568606.5	651477.0	0.0	307514.5	636611.5	2801.5	1554.0	117.0	752.0	11688.5	197737.5	470.0	275010.5	500286.5	547924.5	526.5	15714.0	46253.0	23700.0	1893.0	210946.0	510183.5	85.5	533335.0	348568.5	106.0	435768.0	172398.0	154875.5	26492.5	0.0	23.5
